mlb;title;seller;ad_type;price_previous;price_current;discount;installments;date;post link;image link
MLB-3849114247;Placa gráfica asus dual nvidia geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 1.670,00;R$ 1.386,00;17% OFF;em 10x R$138,67 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3849114247-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=11&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_780178-CBT79210135741_092024-E.webp
MLB-5131559312;Placa de vídeo gainward pegasus geforce rtx3050 6gb gddr6;N/A;Classic;R$ 1.385,00;R$ 1.385,00;0%;em 12x R$133,99;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5131559312-placa-de-video-gainward-pegasus-geforce-rtx3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_985652-MLU75688073080_042024-E.webp
MLB-4562325334;Placa video 6 gb gainward pegasus gf rtx3050 d6 ne63050018je;N/A;Premium;R$ 1.479,00;R$ 1.479,00;0%;em 10x R$147,90 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4562325334-placa-video-6-gb-gainward-pegasus-gf-rtx3050-d6-ne63050018je-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_796838-MLB75304273418_032024-E.webp
MLB-3849174621;Placa gráfica asus dual nvidia geforce rtx 3050 6gb oc;N/A;Premium;R$ 1.621,00;R$ 1.346,00;17% OFF;em 10x R$134,61 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3849174621-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-oc-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_938227-CBT78970561172_092024-E.webp
MLB-3849170625;Placa gráfica asus geforce rtx 3050 lp brk oc 6gb gddr6;N/A;Premium;R$ 2.001,00;R$ 1.661,00;16% OFF;em 10x R$166,10 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3849170625-placa-grafica-asus-geforce-rtx-3050-lp-brk-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_916765-CBT79211029247_092024-E.webp
MLB-5066399676;Placa de vídeo asus dual nvidia geforce rtx 3050 oc 6gb gddr;Nvidia;Premium;R$ 2.099,00;R$ 2.099,00;0%;em 10x R$209,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5066399676-placa-de-video-asus-dual-nvidia-geforce-rtx-3050-oc-6gb-gddr-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_701407-MLB79609709082_102024-E.webp
MLB-3899794181;Placa de vídeo msi geforce rtx 3050 ventus 2x 6gb gddr6;N/A;Classic;R$ 1.389,00;R$ 1.389,00;0%;em 12x R$134,37;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3899794181-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6gb-gddr6-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_615817-MLU78851410259_082024-E.webp
MLB-5081473630;Placa de vídeo superframe rtx 3050 epic 6gb dlss ray tracing;N/A;Premium;R$ 1.419,00;R$ 1.419,00;0%;em 10x R$141,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5081473630-placa-de-video-superframe-rtx-3050-epic-6gb-dlss-ray-tracing-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_895364-MLB79539532565_092024-E.webp
MLB-3895114487;Notebook gamer dell g15 intel i5 13ger 16gb 512gb rtx 3050;N/A;Classic;R$ 7.000,00;R$ 7.000,00;0%;em 12x R$672,82;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3895114487-notebook-gamer-dell-g15-intel-i5-13ger-16gb-512gb-rtx-3050-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_911166-MLB80360710277_102024-E.webp
MLB-4966217850;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.027,00;R$ 2.027,00;0%;em 10x R$202,79 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966217850-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_697775-MLB77899583154_082024-E.webp
MLB-5081525378;Placa de vídeo superframe rtx 3050 epic 6gb dlss ray tracing;N/A;Classic;R$ 1.339,00;R$ 1.339,00;0%;em 12x R$129,62;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5081525378-placa-de-video-superframe-rtx-3050-epic-6gb-dlss-ray-tracing-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_895364-MLB79539532565_092024-E.webp
MLB-4966222454;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.021,00;R$ 2.021,00;0%;em 12x R$194,35;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966222454-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_676749-MLB78122561739_082024-E.webp
MLB-4883499382;Placa de vídeo msi geforce rtx 3050 oc 6gb gddr6 96bits;N/A;Classic;R$ 1.799,00;R$ 1.799,00;0%;em 12x R$172,91;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4883499382-placa-de-video-msi-geforce-rtx-3050-oc-6gb-gddr6-96bits-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_975754-MLU77053490853_062024-E.webp
MLB-3674658819;Placa de vídeo gainward pegasus geforce rtx3050 6gb gddr6;N/A;Classic;R$ 1.310,00;R$ 1.310,00;0%;em 12x R$126,73;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3674658819-placa-de-video-gainward-pegasus-geforce-rtx3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_985652-MLU75688073080_042024-E.webp
MLB-3914242777;Zotac gaming geforce rtx 3050 6gb lp gddr6 - zt-a30510l-10l;N/A;Classic;R$ 1.950,00;R$ 1.950,00;0%;em 12x R$187,46;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3914242777-zotac-gaming-geforce-rtx-3050-6gb-lp-gddr6-zt-a30510l-10l-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_743342-MLB80620201538_112024-E.webp
MLB-3869046117;Placa de vídeo rtx 3050 6gb asus dual;N/A;Premium;R$ 1.597,00;R$ 1.597,00;0%;em 10x R$159,79 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3869046117-placa-de-video-rtx-3050-6gb-asus-dual-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_853385-MLU75549793633_042024-E.webp
MLB-3698577049;Placa d vídeo msi gaming x nvidia geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 2.648,00;R$ 2.648,00;0%;em 10x R$264,81 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3698577049-placa-d-video-msi-gaming-x-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_719402-MLB76495470795_052024-E.webp
MLB-5166383288;Placa gráfica gigabyte geforce rtx 3050 oc low profile 6gb;N/A;Premium;R$ 2.975,00;R$ 2.975,00;0%;em 10x R$297,55 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5166383288-placa-grafica-gigabyte-geforce-rtx-3050-oc-low-profile-6gb-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_836619-MLB80274511254_112024-E.webp
MLB-3915748941;Placa gráfica asus dual nvidia geforce rtx 3050 6gb oc;N/A;Premium;R$ 2.825,00;R$ 2.825,00;0%;em 10x R$282,51 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3915748941-placa-grafica-asus-dual-nvidia-geforce-rtx-3050-6gb-oc-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_989728-MLB80922036859_112024-E.webp
MLB-3914291047;Placa de vídeo msi geforce rtx 3050 6gb oc gddr6 96 bits;N/A;Classic;R$ 1.874,00;R$ 1.874,00;0%;em 12x R$180,20;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3914291047-placa-de-video-msi-geforce-rtx-3050-6gb-oc-gddr6-96-bits-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_766263-MLB80620665630_112024-E.webp
MLB-3698791189;Placa de vídeo msi ventus 2x oc geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 2.327,00;R$ 2.327,00;0%;em 10x R$232,80 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3698791189-placa-de-video-msi-ventus-2x-oc-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_745748-MLB76498058807_052024-E.webp
MLB-5177506806;Placa d vídeo msi gaming x nvidia geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 2.729,00;R$ 2.729,00;0%;em 10x R$273 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5177506806-placa-d-video-msi-gaming-x-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_996434-MLB80712415715_112024-E.webp
MLB-5177532542;Placa de vídeo msi ventus 2x oc geforce rtx 3050 6gb gddr6;N/A;Premium;R$ 2.399,00;R$ 2.399,00;0%;em 10x R$240 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5177532542-placa-de-video-msi-ventus-2x-oc-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_895559-MLB80712270063_112024-E.webp
MLB-3913384079;Placa gráfica asus geforce rtx 3050 lp brk oc 6gb gddr6;N/A;Premium;R$ 3.450,00;R$ 3.450,00;0%;em 10x R$345,06 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3913384079-placa-grafica-asus-geforce-rtx-3050-lp-brk-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_720232-MLB80593025988_112024-E.webp
MLB28632381;Placa de vídeo msi geforce rtx 3050 ventus 2x oc 8gb gddr6;N/A;Premium;R$ 6.002,00;R$ 6.002,00;0%;em 10x R$600,21 sem juros;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-ventus-2x-oc-8gb-gddr6/p/MLB28632381#polycard_client=search-nordic&wid=MLB3844893009&sid=search&searchVariation=MLB28632381&position=4&search_layout=grid&type=product&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_652316-MLU73265973995_122023-E.webp
MLB35154245;Placa de vídeo msi geforce rtx 3050 gaming x 6g;N/A;Premium;R$ 2.913,00;R$ 2.913,00;0%;em 10x R$291,39 sem juros;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-gaming-x-6g/p/MLB35154245#polycard_client=search-nordic&wid=MLB3893470333&sid=search&searchVariation=MLB35154245&position=5&search_layout=grid&type=product&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_988926-MLU75482979777_032024-E.webp
MLB-2695499848;Caixa de placa de vídeo galax geforce rtx3050 8gb 1-click oc;N/A;Classic;R$ 28,00;R$ 28,80;0%;em 12x R$2,79;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-2695499848-caixa-de-placa-de-video-galax-geforce-rtx3050-8gb-1-click-oc-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_686899-MLA74053201738_012024-E.webp
MLB-5191394234;Rtx 2060 6gb galax ex plus white edition;N/A;Classic;R$ 1.379,00;R$ 1.379,00;0%;em 12x R$133,41;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-5191394234-rtx-2060-6gb-galax-ex-plus-white-edition-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_969770-MLU69295848540_052023-E.webp
MLB-3698399335;Placa de video galax geforce rtx 3050 ex, 6gb, gddr6, 96-bit;N/A;Premium;R$ 2.599,00;R$ 2.599,00;0%;em 10x R$259,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3698399335-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_687467-MLB80024569284_102024-E.webp
MLB-4282570524;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Premium;R$ 3.544,00;R$ 3.544,00;0%;em 10x R$354,41 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4282570524-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_879226-MLB73260424478_122023-E.webp
MLB39959497;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.043,00;R$ 2.043,00;0%;em 12x R$196,45;02/12/2024 10:16;https://www.mercadolivre.com.br/placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss/p/MLB39959497#polycard_client=search-nordic&wid=MLB3832144099&sid=search&searchVariation=MLB39959497&position=3&search_layout=grid&type=product&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_881187-MLU78827441764_092024-E.webp
MLB-3537226477;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Classic;R$ 3.533,00;R$ 3.533,00;0%;em 12x R$339,65;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3537226477-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_687624-MLB73260500314_122023-E.webp
MLB-4242959098;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Premium;R$ 3.544,00;R$ 3.544,00;0%;em 10x R$354,41 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4242959098-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_730073-MLB73038543706_112023-E.webp
MLB-4966221820;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.049,00;R$ 2.049,00;0%;em 10x R$204,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966221820-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_891635-MLB77899832058_082024-E.webp
MLB-3801515135;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.049,00;R$ 2.049,00;0%;em 10x R$204,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-3801515135-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_633687-MLB78122649483_082024-E.webp
MLB-4966180246;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.049,00;R$ 2.049,00;0%;em 10x R$204,99 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966180246-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_922322-MLB77899613998_082024-E.webp
MLB-4966183900;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.043,00;R$ 2.043,00;0%;em 12x R$196,45;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966183900-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_927383-MLB78122570557_082024-E.webp
MLB-4966157374;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Premium;R$ 2.027,00;R$ 2.027,00;0%;em 10x R$202,79 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966157374-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_963247-MLB78122532059_082024-E.webp
MLB-4966179520;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.021,00;R$ 2.021,00;0%;em 12x R$194,35;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966179520-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_839921-MLB78122334897_082024-E.webp
MLB-4966218738;Placa de vídeo zotac nvidia geforce rtx 3050 6gb gddr6 dlss;Olist;Classic;R$ 2.043,00;R$ 2.043,00;0%;em 12x R$196,45;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4966218738-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-dlss-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_636195-MLB77899613888_082024-E.webp
MLB-4943502258;Placa de vídeo galax nvidia geforce rtx 3050 ex 6gb gddr6;N/A;Premium;R$ 1.668,00;R$ 1.668,00;0%;em 10x R$166,87 sem juros;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4943502258-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_666356-MLU74442645352_022024-E.webp
MLB-4943578344;Placa de vídeo galax nvidia geforce rtx 3050 ex 6gb gddr6;N/A;Classic;R$ 1.565,00;R$ 1.565,00;0%;em 12x R$150,49;02/12/2024 10:16;https://produto.mercadolivre.com.br/MLB-4943578344-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=e1126365-bc25-401f-b359-84d150e6207f;https://http2.mlstatic.com/D_Q_NP_2X_666356-MLU74442645352_022024-E.webp
